"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG"
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","1996-03","26.9"
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","1996-09","27.1"
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","1997-02","26.4"
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","1997-04","26.8"
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2011-01","26.3"
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2012-04","27.7"
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2012-07","27.3"
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2014-12","28.0"
"IDM00097096","KASIGUNCU, ID","-1.417","120.658","53.0","2015-04","27.8"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2005-01","27.5"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2005-02","28.5"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2005-05","27.8"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2005-07","27.2"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2005-08","28.4"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2005-09","28.7"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2005-11","27.4"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2005-12","27.3"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2006-02","27.9"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2006-03","27.7"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2006-06","27.1"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2006-07","28.5"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2007-04","28.5"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2008-01","27.9"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2008-06","27.7"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2009-03","28.0"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2010-04","29.5"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2015-04","28.4"
"IDM00097072","MUTIARA, ID","-0.919","119.91","86.6","2016-02","29.1"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1995-02","27.6"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1995-04","27.9"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1995-05","28.3"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1995-06","28.2"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1995-07","27.6"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1995-09","27.9"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1995-12","27.0"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1996-02","26.7"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1996-04","28.3"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1996-09","28.7"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1996-10","29.3"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1996-11","28.5"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1996-12","26.9"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1997-02","26.9"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1997-03","28.1"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1997-04","28.7"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1997-05","28.5"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1997-06","28.1"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1997-07","27.3"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1997-08","27.0"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1997-09","27.2"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1997-10","28.3"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1997-11","28.9"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1998-02","29.0"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1998-03","28.9"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1998-04","28.9"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1998-05","29.3"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1998-06","29.0"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1998-07","28.2"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1998-08","28.2"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1998-12","27.2"
"IDM00097182","UJANG PANDANG PAOTERE, ID","-5.067","119.55",,"1999-03","27.6"
