"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-02","27.0"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-03","27.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-07","27.6"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-08","27.7"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-11","27.2"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1992-02","27.0"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1992-06","27.3"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1994-04","27.7"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1994-10","27.4"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1994-12","27.2"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1996-03","27.4"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-01","25.6"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-02","26.4"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-03","27.2"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-04","28.0"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-05","28.4"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-06","28.1"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-07","27.8"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-08","28.6"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-09","27.7"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-10","27.5"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-11","27.1"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1981-12","26.5"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-01","26.3"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-02","26.1"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-03","27.1"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-04","27.6"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-05","28.2"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-06","28.0"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-07","27.9"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-08","28.2"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-09","27.9"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-10","27.4"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-11","27.4"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1982-12","27.3"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1983-01","27.1"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1983-02","26.8"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1983-03","27.6"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1983-04","28.1"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1983-05","29.0"
"MY000096491","SANDAKAN, MY","5.9","118.067","13.0","1983-06","28.6"
