STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-01,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-02,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-03,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-04,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-05,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-06,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-07,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-08,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-09,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-10,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-11,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2000-12,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-01,302.15808
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-02,356.8968
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-03,268.06896
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-04,261.02088
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-05,121.176
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-06,393.00552
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-07,115.07832
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-08,19.926
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-09,65.97072
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-10,119.99232
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-11,5.994
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2001-12,267.3594
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-01,353.2716
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-02,297.1242
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-03,417.294
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-04,236.079
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-05,197.9514
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-06,257.472
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-07,89.9874
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-08,39.9942
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-09,35.0712
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-10,101.1798
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-11,88.0146
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2002-12,189.54504
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-01,167.7672
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-02,390.0942
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-03,281.2248
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-04,348.8364
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-05,242.8398
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-06,149.3766
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-07,87.5286
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-08,44.2026
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-09,86.4054
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-10,80.3358
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-11,93.114
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2003-12,139.95288
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-01,297.30636
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-02,446.02668
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-03,508.61592
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-04,240.61968
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-05,224.622
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-06,165.81312
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-07,137.1582
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-08,39.987
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-09,47.2068
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-10,79.3692
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-11,44.8074
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2004-12,165.7674
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-01,271.8
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-02,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-03,389.4
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-04,327.4
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-05,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-06,84.4
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-07,65
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-08,36.6
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-09,54.6
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-10,51.6
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-11,NA
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2005-12,336.6
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2006-01,343.6
Caxiuana,Caxiuana,-1.735681,-51.46198,10,2006-02,80
