intercept,model,r.squared,mae,mse-s,mse-u,mean_obs,sd_obs,mean_model,sd_model,d1,n,mse,rmse,mse-s/mse,mse-u/mse,rmse-s,rmse-u,id
5.5426661928388,0.767005627426607,0.6215173190081412,0.8982862764223131,0.6470007177041983,0.3767741334598443,27.085292632535886,1.0279857084347106,26.325457045028898,1.1124413421940595,0.5217741588372007,209.0,1.0237748511640425,1.0118175977734536,63.1975592063579,36.8024407936421,0.8043635482194592,0.6138193003318194,ERA-I Sth America
14.80628183965514,0.3826025923872459,0.4268125762236831,1.6102369188763253,3.547591865795276,0.5753338760219584,26.507688297398374,1.7142211672623249,25.108716810081685,1.1431642892557523,0.4638884292935098,246.0,4.122925741817235,2.0304988898832805,86.04549506709348,13.954504932906511,1.8835052072652403,0.7585076637859095,ERA-I Africa
13.12066828252434,0.490105024310352,0.40551335340104755,1.163506799323827,1.4476019072418593,0.4467421670969357,27.80555136522388,1.1305699170988717,26.74830871034012,0.8701297148764859,0.41915866706719906,134.0,1.894344074338795,1.3763517262454372,76.4170525751576,23.582947424842416,1.2031632920106312,0.6683877370934745,ERA-I SE Asia
-7.388582956721543,1.2683837030295426,0.5127317603559097,1.0003907406044332,0.0899937200832578,1.6079420551095123,27.085292632535886,1.0279857084347106,26.952883098034732,1.9503328335060124,0.5496988453279312,209.0,1.6979357751927702,1.3030486465181452,5.300183987998052,94.69981601200195,0.2999895332895096,1.2680465508448466,MERRA2 Sth America
15.742528656843353,0.3489898067528353,0.23768235106564992,1.711709441579951,3.5332814448098446,1.1432184077711345,26.507688297398374,1.7142211672623249,25.09184462603403,1.2598431444544262,0.4464087211224862,246.0,4.676499852580979,2.162521642106959,75.5539731891537,24.446026810846313,1.8797024883767763,1.0692139204907194,MERRA2 Africa
11.311854163472981,0.5463296610864768,0.25371589641740494,1.3547862394367807,1.958136008485911,1.113801414107469,27.80555136522388,1.1305699170988717,26.50285161715837,1.2262481514954306,0.4225415228223163,134.0,3.07193742259338,1.7526943323333308,63.742704981041584,36.257295018958416,1.3993341303941353,1.0553679046225866,MERRA2 SE Asia
2.873772472362757,0.8370287849491361,0.647617604675213,1.5626200492497537,2.400612609011641,0.40092907022931634,27.085292632535886,1.0279857084347106,25.52599128274359,1.0795580955651125,0.37411238362332844,209.0,2.801541679240957,1.673780654458928,85.68898427604536,14.311015723954643,1.5493910445757846,0.6331896005378771,JRA-55 Sth America
17.462749002566902,0.2798936369139657,0.13729613487592537,1.960030749635084,4.160197221297652,1.440635682569034,26.507688297398374,1.7142211672623249,25.03689513948964,1.4150009027781643,0.3886402830905217,246.0,5.600832903866687,2.3666078897583955,74.27818848917181,25.721811510828186,2.0396561527124253,1.2002648385123318,JRA-55 Africa
5.457522409506083,0.7403252635254964,0.35180671178015177,1.8096486917018226,3.193280933384007,1.2811124215132765,27.80555136522388,1.1305699170988717,26.042674551437173,1.4111329567607496,0.3371319232056721,134.0,4.474393354897284,2.1152761887983527,71.3679080067674,28.632091993232596,1.786975358919089,1.1318623686267144,JRA-55 SE Asia
-5.169937067024124,1.1305958949825368,0.537805832356493,1.7235255246631833,2.6836758108063905,1.155327110356675,27.085292632535886,1.0279857084347106,25.409895446143782,1.635463409540793,0.3838036571296948,209.0,3.8390029211630656,1.959337367877994,69.90554229621017,30.094457703789836,1.638192849089017,1.0748614377475243,CFSR Sth America
16.880604865330042,0.27757167886533934,0.13330459084676374,2.3695529778610696,6.6771269931375326,1.4660081291636669,26.507688297398374,1.7142211672623249,24.35035396166741,1.3816419463697251,0.3653664318794284,246.0,8.1431351223012,2.8536179005433087,81.99700597932137,18.002994020678635,2.584013737025702,1.2107882263895973,CFSR Africa
4.621758447972,0.7752237045363297,0.4049421942611017,1.6781262653812767,2.715362173605357,1.1203711208943845,27.80555136522388,1.1305699170988717,26.17728098399606,1.3772981157595205,0.33586803614218264,134.0,3.8357332944997413,1.958502819630276,70.79121422490601,29.208785775093993,1.6478356027241787,1.0584758480449068,CFSR SE Asia
