intercept,model,r.squared,mae,mse-s,mse-u,mean_obs,sd_obs,mean_model,sd_model,d1,n,mse,rmse,mse-s/mse,mse-u/mse,rmse-s,rmse-u,id
60.1290407370019,0.7390548320935226,0.6578767557386428,54.49944428525501,1409.0020418134286,5853.64687966951,239.6224,144.3589886503532,212.9609345854339,132.53552907863843,0.7578781016686558,90.0,7262.648921482938,85.22117648497313,19.40066299564056,80.59933700435946,37.536675955835896,76.50912938773719,TRMM Sth America
49.89994012341469,0.5773196896544244,0.6300520998002047,78.38256545928509,7961.313553503529,6227.638269612083,230.92608695652174,182.39622508402192,175.48920731060207,126.28971216707775,0.7313592787763545,23.0,14188.95182311561,119.11738673726691,56.10924367600949,43.890756323990516,89.2261932030249,78.91538677350623,TRMM Africa
26.901771507694423,0.8103605966094632,0.851609676789615,59.66170902719031,1927.53926650908,4906.697741468031,245.37762237762237,207.8058107673443,223.00450795686163,181.31980043690123,0.7939566154842436,143.0,6834.237007977112,82.6694442220166,28.204161843658664,71.79583815634133,43.903750027863,70.0478246733475,TRMM SE Asia
89.63665305268081,0.600585055810348,0.515858130221399,61.634422649637855,3324.5069645537674,6976.322766259159,239.6224,144.3589886503532,208.42031037605415,123.97395110531251,0.7137026776572514,90.0,10300.829730812926,101.49300335891596,32.274166755801744,67.72583324419827,57.658537655353065,83.52438426147874,CHIRPS Sth America
33.34588340299743,0.7383198985150348,0.6999962564412202,68.44165691500125,2912.53601876398,7434.41224801886,230.92608695652174,182.39622508402192,197.0137032185282,152.9070481450541,0.7771703632738354,23.0,10346.94826678284,101.71995019062308,28.14874438015887,71.85125561984114,53.96791656867976,86.22303780323945,CHIRPS Africa
60.22615230679759,0.6822624753781423,0.7945712197993227,60.98103383671154,4643.86135124086,5160.587069163716,245.37762237762237,207.8058107673443,226.7143151841196,157.83895077035734,0.7757761662853625,143.0,9804.448420404577,99.01741473298814,47.364840449119654,52.63515955088034,68.1458828634633,71.83722620733428,CHIRPS SE Asia
75.27520551167488,0.6723551314598945,0.49225562308905607,71.96704380495284,2222.759892007863,9609.195805391324,239.6224,144.3589886503532,201.8729660662554,142.4704334577018,0.6845763772746423,90.0,11831.955697399188,108.77479348359705,18.78607348484624,81.21392651515376,47.14615458346378,98.02650562675038,PERSIANNCDR Sth America
61.58762045779305,0.39451071266579746,0.38752844949914034,105.12260653247004,17787.287019202733,7827.561120792453,230.92608695652174,182.39622508402192,156.19785794189997,107.4201359644964,0.63519764060910755,23.0,25614.848139995185,160.04639371130855,69.44131357714181,30.558686422858194,133.3689882214105,88.47350519105962,PERSIANNCDR Africa
130.2119104866762,0.45155195929594627,0.46313081856228255,98.37069976779965,12917.536658307465,10135.564375284523,245.37762237762237,207.8058107673443,235.99870678518906,139.3705888490882,0.616701089082645,143.0,23053.101033591985,151.8324768736649,56.0338352722464,43.96616472775361,113.65534153002869,100.67554010426029,PERSIANNCDR SE Asia
