"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-01","247.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-02","53.8"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-03","37.0"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-04","140.2"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-05","91.4"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-06","183.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-07","359.7"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-08","93.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-09","285.3"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-10","161.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-11","295.4"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1981-12","73.0"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1982-03","12.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1982-05","343.2"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1982-06","278.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1983-01","4.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1983-08","225.0"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1984-01","280.0"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1984-06","309.1"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1984-08","83.0"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1984-09","789.4"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1984-12","220.7"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1985-01","62.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1985-07","141.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1985-08","103.7"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1985-09","246.4"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1985-10","189.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1985-11","243.8"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1986-02","108.7"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1986-06","203.8"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1986-07","265.2"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1986-09","325.4"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1986-10","437.0"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1986-12","20.8"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1987-03","1.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1988-05","255.3"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1988-07","174.2"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1988-09","272.8"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1988-10","470.3"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1988-11","589.0"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1988-12","119.6"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1990-08","287.5"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1990-11","336.8"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1990-12","4.0"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1991-01","45.1"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1991-03","2.6"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1991-10","351.4"
"MYM00096471","KOTA KINABALU INTERNATIONAL, MY","5.937","116.051","3.0","1991-12","246.8"
