DATE,TAVG,NAME
195701,NA,mekambo
195702,NA,mekambo
195703,24.4,mekambo
195704,24.7,mekambo
195705,25.0,mekambo
195706,23.6,mekambo
195707,23.5,mekambo
195708,22.7,mekambo
195709,24.0,mekambo
195710,24.4,mekambo
195711,24.6,mekambo
195712,24.4,mekambo
195801,24.6,mekambo
195802,24.7,mekambo
195803,25.1,mekambo
195804,25.5,mekambo
195805,25.1,mekambo
195806,22.4,mekambo
195807,21.0,mekambo
195808,21.9,mekambo
195809,23.7,mekambo
195810,24.4,mekambo
195811,22.5,mekambo
195812,24.0,mekambo
195901,24.2,mekambo
195902,24.2,mekambo
195903,25.1,mekambo
195904,25.0,mekambo
195905,24.9,mekambo
195906,23.7,mekambo
195907,22.3,mekambo
195908,23.0,mekambo
195909,23.6,mekambo
195910,24.3,mekambo
195911,24.0,mekambo
195912,24.7,mekambo
196001,24.4,mekambo
196002,24.3,mekambo
196003,24.8,mekambo
196004,24.8,mekambo
196005,24.6,mekambo
196006,23.4,mekambo
196007,22.1,mekambo
196008,23.0,mekambo
196009,23.7,mekambo
196010,24.8,mekambo
196011,24.3,mekambo
196012,24.3,mekambo
196101,23.8,mekambo
196102,23.6,mekambo
196103,25.0,mekambo
196104,25.1,mekambo
196105,24.9,mekambo
196106,22.7,mekambo
196107,21.5,mekambo
196108,22.0,mekambo
196109,22.6,mekambo
196110,24.2,mekambo
196111,23.5,mekambo
196112,23.8,mekambo
196201,23.6,mekambo
196202,23.9,mekambo
196203,24.5,mekambo
196204,25.1,mekambo
196205,24.6,mekambo
196206,23.0,mekambo
196207,21.8,mekambo
196208,22.6,mekambo
196209,21.9,mekambo
196210,23.8,mekambo
196211,24.4,mekambo
196212,23.8,mekambo
196301,23.3,mekambo
196302,22.9,mekambo
196303,22.9,mekambo
196304,25.0,mekambo
196305,24.1,mekambo
196306,23.7,mekambo
196307,22.6,mekambo
196308,23.0,mekambo
196309,24.4,mekambo
196310,24.5,mekambo
196311,24.4,mekambo
196312,24.2,mekambo
196401,24.7,mekambo
196402,24.8,mekambo
196403,24.9,mekambo
196404,24.7,mekambo
196405,24.4,mekambo
196406,22.8,mekambo
196407,21.4,mekambo
196408,21.4,mekambo
196409,22.7,mekambo
196410,23.3,mekambo
196411,23.4,mekambo
196412,23.3,mekambo
196501,23.5,mekambo
196502,24.3,mekambo
196503,24.5,mekambo
196504,25.0,mekambo
196505,24.9,mekambo
196506,23.1,mekambo
196507,21.4,mekambo
196508,22.1,mekambo
196509,23.2,mekambo
196510,23.9,mekambo
196511,23.4,mekambo
196512,23.1,mekambo
196601,23.9,mekambo
196602,24.2,mekambo
196603,24.8,mekambo
196604,24.8,mekambo
196605,25.0,mekambo
196606,23.5,mekambo
196607,22.5,mekambo
196608,22.8,mekambo
196609,23.0,mekambo
196610,24.2,mekambo
196611,24.2,mekambo
196612,23.7,mekambo
196701,24.0,mekambo
196702,24.6,mekambo
196703,24.3,mekambo
196704,24.9,mekambo
196705,24.3,mekambo
196706,22.7,mekambo
196707,21.6,mekambo
196708,21.8,mekambo
196709,23.2,mekambo
196710,23.9,mekambo
196711,23.8,mekambo
196712,23.8,mekambo
196801,23.6,mekambo
196802,24.3,mekambo
196803,24.3,mekambo
196804,24.7,mekambo
196805,24.0,mekambo
196806,23.6,mekambo
196807,22.2,mekambo
196808,22.6,mekambo
196809,23.4,mekambo
196810,23.9,mekambo
