DATE,TAVG,NAME
196701,30.2,Porto de Moz
196702,30.2,Porto de Moz
196703,30.3,Porto de Moz
196704,NA,Porto de Moz
196705,NA,Porto de Moz
196706,NA,Porto de Moz
196707,NA,Porto de Moz
196708,NA,Porto de Moz
196709,NA,Porto de Moz
196710,NA,Porto de Moz
196711,NA,Porto de Moz
196712,NA,Porto de Moz
196801,NA,Porto de Moz
196802,24.8,Porto de Moz
196803,25.1,Porto de Moz
196804,24.9,Porto de Moz
196805,24.8,Porto de Moz
196806,25.2,Porto de Moz
196807,26.2,Porto de Moz
196808,26.7,Porto de Moz
196809,NA,Porto de Moz
196810,27.5,Porto de Moz
196811,26.9,Porto de Moz
196812,26.2,Porto de Moz
196901,25.5,Porto de Moz
196902,25.4,Porto de Moz
196903,25.7,Porto de Moz
196904,25.7,Porto de Moz
196905,25.5,Porto de Moz
196906,26.4,Porto de Moz
196907,25.8,Porto de Moz
196908,27.1,Porto de Moz
196909,27.9,Porto de Moz
196910,28.4,Porto de Moz
196911,NA,Porto de Moz
196912,28.9,Porto de Moz
197001,28.1,Porto de Moz
197002,27.2,Porto de Moz
197003,27.3,Porto de Moz
197004,27.1,Porto de Moz
197005,26.6,Porto de Moz
197006,26,Porto de Moz
197007,26.4,Porto de Moz
197008,26.3,Porto de Moz
197009,25.8,Porto de Moz
197010,26.2,Porto de Moz
197011,24.9,Porto de Moz
197012,25.2,Porto de Moz
197101,24.6,Porto de Moz
197102,24.3,Porto de Moz
197103,24.5,Porto de Moz
197104,24.4,Porto de Moz
197105,25.2,Porto de Moz
197106,26.9,Porto de Moz
197107,26.9,Porto de Moz
197108,27.6,Porto de Moz
197109,27.6,Porto de Moz
197110,27.6,Porto de Moz
197111,27.9,Porto de Moz
197112,27.7,Porto de Moz
197201,26.5,Porto de Moz
197202,26.5,Porto de Moz
197203,26.4,Porto de Moz
197204,27,Porto de Moz
197205,27.5,Porto de Moz
197206,27.3,Porto de Moz
197207,27.3,Porto de Moz
197208,27.8,Porto de Moz
197209,27.9,Porto de Moz
197210,28.5,Porto de Moz
197211,28.5,Porto de Moz
197212,28.3,Porto de Moz
197301,27.4,Porto de Moz
197302,27.6,Porto de Moz
197303,27.6,Porto de Moz
197304,27.3,Porto de Moz
197305,27.3,Porto de Moz
197306,27.4,Porto de Moz
197307,27.3,Porto de Moz
197308,28.1,Porto de Moz
197309,28.1,Porto de Moz
197310,28.5,Porto de Moz
197311,28.5,Porto de Moz
197312,27.2,Porto de Moz
197401,27,Porto de Moz
197402,26.5,Porto de Moz
197403,26.7,Porto de Moz
197404,27.3,Porto de Moz
197405,26.8,Porto de Moz
197406,26.7,Porto de Moz
197407,26.8,Porto de Moz
197408,27.8,Porto de Moz
197409,27.9,Porto de Moz
197410,27.9,Porto de Moz
197411,27.7,Porto de Moz
197412,27,Porto de Moz
197501,26.8,Porto de Moz
197502,26.4,Porto de Moz
197503,26.6,Porto de Moz
197504,26.9,Porto de Moz
197505,27.1,Porto de Moz
197506,26.9,Porto de Moz
197507,26.8,Porto de Moz
197508,27.7,Porto de Moz
197509,NA,Porto de Moz
197510,28.3,Porto de Moz
197511,27.8,Porto de Moz
197512,27.4,Porto de Moz
197601,26.4,Porto de Moz
197602,25.9,Porto de Moz
197603,26,Porto de Moz
197604,26.5,Porto de Moz
197605,27,Porto de Moz
197606,26.8,Porto de Moz
197607,26.8,Porto de Moz
197608,NA,Porto de Moz
197609,27.4,Porto de Moz
197610,28,Porto de Moz
197611,27.9,Porto de Moz
197612,NA,Porto de Moz
197701,26.7,Porto de Moz
197702,26.8,Porto de Moz
197703,27.1,Porto de Moz
197704,27,Porto de Moz
197705,27.1,Porto de Moz
197706,26.3,Porto de Moz
197707,26.8,Porto de Moz
197708,27.5,Porto de Moz
197709,27.7,Porto de Moz
197710,NA,Porto de Moz
197711,NA,Porto de Moz
197712,NA,Porto de Moz
197801,NA,Porto de Moz
197802,NA,Porto de Moz
197803,NA,Porto de Moz
197804,NA,Porto de Moz
197805,NA,Porto de Moz
197806,NA,Porto de Moz
197807,NA,Porto de Moz
197808,27,Porto de Moz
197809,27.5,Porto de Moz
197810,NA,Porto de Moz
197811,28.3,Porto de Moz
197812,27.2,Porto de Moz
197901,27,Porto de Moz
197902,26.7,Porto de Moz
197903,26.9,Porto de Moz
197904,27,Porto de Moz
197905,27.3,Porto de Moz
197906,26.8,Porto de Moz
197907,27.1,Porto de Moz
197908,NA,Porto de Moz
197909,27.5,Porto de Moz
197910,27.7,Porto de Moz
197911,28,Porto de Moz
197912,27.6,Porto de Moz
198001,26.7,Porto de Moz
198002,26.6,Porto de Moz
198003,26.7,Porto de Moz
198004,26.6,Porto de Moz
198005,27.3,Porto de Moz
198006,26.9,Porto de Moz
198007,27.1,Porto de Moz
198008,27.3,Porto de Moz
198009,27.9,Porto de Moz
198010,28.1,Porto de Moz
198011,27.8,Porto de Moz
198012,27.9,Porto de Moz
198101,26.1,Porto de Moz
198102,26.3,Porto de Moz
198103,27.2,Porto de Moz
198104,27.3,Porto de Moz
198105,26.7,Porto de Moz
198106,27.2,Porto de Moz
198107,26.3,Porto de Moz
198108,27.5,Porto de Moz
198109,27.5,Porto de Moz
198110,28,Porto de Moz
198111,28.2,Porto de Moz
198112,27.7,Porto de Moz
198201,26.6,Porto de Moz
198202,26.7,Porto de Moz
198203,27.1,Porto de Moz
198204,27,Porto de Moz
198205,27.2,Porto de Moz
198206,27.7,Porto de Moz
198207,27.2,Porto de Moz
198208,27.6,Porto de Moz
198209,28,Porto de Moz
198210,28.4,Porto de Moz
198211,28.5,Porto de Moz
198212,28.7,Porto de Moz
198301,NA,Porto de Moz
198302,NA,Porto de Moz
198303,NA,Porto de Moz
198304,NA,Porto de Moz
198305,28.2,Porto de Moz
198306,27.7,Porto de Moz
198307,27.5,Porto de Moz
198308,27.9,Porto de Moz
198309,27.9,Porto de Moz
198310,28.1,Porto de Moz
198311,28,Porto de Moz
198312,27.8,Porto de Moz
198401,26.4,Porto de Moz
198402,26.4,Porto de Moz
198403,26.6,Porto de Moz
198404,26.3,Porto de Moz
198405,26.5,Porto de Moz
198406,26.6,Porto de Moz
198407,26.5,Porto de Moz
198408,27.3,Porto de Moz
198409,27.4,Porto de Moz
198410,28,Porto de Moz
198411,27.4,Porto de Moz
198412,27.3,Porto de Moz
198501,25.7,Porto de Moz
198502,25.9,Porto de Moz
198503,26.1,Porto de Moz
198504,26.4,Porto de Moz
198505,26.3,Porto de Moz
198506,26,Porto de Moz
198507,26.5,Porto de Moz
198508,27.1,Porto de Moz
198509,27.4,Porto de Moz
198510,27.7,Porto de Moz
198511,27.1,Porto de Moz
198512,26.4,Porto de Moz
198601,26.2,Porto de Moz
198602,25.5,Porto de Moz
198603,26.1,Porto de Moz
198604,25.9,Porto de Moz
198605,26.8,Porto de Moz
198606,26.9,Porto de Moz
198607,27.1,Porto de Moz
198608,28.1,Porto de Moz
198609,28.1,Porto de Moz
198610,28.2,Porto de Moz
198611,27.6,Porto de Moz
198612,27.7,Porto de Moz
198701,26.9,Porto de Moz
198702,27.2,Porto de Moz
198703,27.2,Porto de Moz
198704,27.4,Porto de Moz
198705,27.7,Porto de Moz
198706,27.5,Porto de Moz
198707,28,Porto de Moz
198708,28.3,Porto de Moz
198709,28.7,Porto de Moz
198710,28.9,Porto de Moz
198711,29.1,Porto de Moz
198712,28.7,Porto de Moz
198801,27.3,Porto de Moz
198802,27,Porto de Moz
198803,27.6,Porto de Moz
198804,26.8,Porto de Moz
198805,27.1,Porto de Moz
198806,26.5,Porto de Moz
198807,27,Porto de Moz
198808,27.4,Porto de Moz
198809,27.9,Porto de Moz
198810,28.1,Porto de Moz
198811,27.7,Porto de Moz
198812,27,Porto de Moz
198901,26.5,Porto de Moz
198902,NA,Porto de Moz
198903,26.1,Porto de Moz
198904,26.5,Porto de Moz
198905,25.9,Porto de Moz
198906,26.6,Porto de Moz
198907,26.4,Porto de Moz
198908,27.5,Porto de Moz
198909,28.2,Porto de Moz
198910,28.1,Porto de Moz
198911,27.7,Porto de Moz
198912,27.3,Porto de Moz
199001,27,Porto de Moz
199002,26.6,Porto de Moz
199003,26.9,Porto de Moz
199004,27.2,Porto de Moz
199005,27.2,Porto de Moz
199006,27.4,Porto de Moz
199007,26.8,Porto de Moz
199008,27.4,Porto de Moz
199009,28,Porto de Moz
199010,28.5,Porto de Moz
199011,28.4,Porto de Moz
199012,27.8,Porto de Moz
199101,26.9,Porto de Moz
199102,26.9,Porto de Moz
199103,26.7,Porto de Moz
199104,26.8,Porto de Moz
199105,27.1,Porto de Moz
199106,26.9,Porto de Moz
199107,27,Porto de Moz
199108,27.2,Porto de Moz
199109,27.5,Porto de Moz
199110,27.6,Porto de Moz
199111,28.2,Porto de Moz
199112,28.1,Porto de Moz
199201,27.9,Porto de Moz
199202,27,Porto de Moz
199203,27,Porto de Moz
199204,27.4,Porto de Moz
199205,27.7,Porto de Moz
199206,27.4,Porto de Moz
199207,27.1,Porto de Moz
199208,27.4,Porto de Moz
199209,28.2,Porto de Moz
199210,28.4,Porto de Moz
199211,28.2,Porto de Moz
199212,28.4,Porto de Moz
199301,26.9,Porto de Moz
199302,26.6,Porto de Moz
199303,26.4,Porto de Moz
199304,26.6,Porto de Moz
199305,27.2,Porto de Moz
199306,27.5,Porto de Moz
199307,27.3,Porto de Moz
199308,27.5,Porto de Moz
199309,27.9,Porto de Moz
