Date,PRCP_GHCN,PRCP_TRMM,PRCP_CHIRPS
1/01/2000,NA,344.6423645,309.4468384
1/02/2000,NA,222.0010071,258.6815796
1/03/2000,NA,471.6983643,397.3153687
1/04/2000,NA,479.8327637,440.4239197
1/05/2000,NA,436.7357178,367.6335449
1/06/2000,NA,274.7898865,223.7802429
1/07/2000,NA,263.7033691,278.3291016
1/08/2000,NA,97.23596191,57.59703064
1/09/2000,NA,140.8630524,171.1204834
1/10/2000,NA,62.46955872,40.2472496
1/11/2000,NA,56.28097916,73.92549896
1/12/2000,NA,94.73008728,122.032608
1/01/2001,302.15808,407.6099854,356.5740051
1/02/2001,356.8968,342.8905334,331.2570496
1/03/2001,268.06896,266.4522095,309.9169312
1/04/2001,261.02088,306.8783264,317.2535095
1/05/2001,121.176,267.3707275,206.1877136
1/06/2001,393.00552,412.8612366,382.1925659
1/07/2001,115.07832,85.73582458,112.9854736
1/08/2001,19.926,42.89093781,49.64675522
1/09/2001,65.97072,69.9732132,90.58818054
1/10/2001,119.99232,97.79405212,47.18132019
1/11/2001,5.994,20.90203476,22.7389679
1/12/2001,267.3594,83.02516174,109.6589966
1/01/2002,353.2716,336.5786133,347.2644958
1/02/2002,297.1242,246.6654358,279.4610291
1/03/2002,417.294,354.5064087,371.4137573
1/04/2002,236.079,358.2221069,439.3027649
1/05/2002,197.9514,294.5042114,312.7953186
1/06/2002,257.472,330.7627869,280.2327576
1/07/2002,89.9874,55.97999954,100.1676407
1/08/2002,39.9942,57.02072525,60.02762604
1/09/2002,35.0712,50.9101944,46.07549286
1/10/2002,101.1798,80.54677582,58.14117432
1/11/2002,88.0146,70.88101959,45.50142288
1/12/2002,189.54504,146.1582336,170.5266113
1/01/2003,167.7672,142.1986542,168.1135559
1/02/2003,390.0942,278.1243286,328.0013428
1/03/2003,281.2248,313.4407043,302.3396912
1/04/2003,348.8364,324.9892273,356.5388489
1/05/2003,242.8398,226.8116302,215.336319
1/06/2003,149.3766,218.7368317,206.2651978
1/07/2003,87.5286,117.5469437,120.3595276
1/08/2003,44.2026,164.7990112,93.50630188
1/09/2003,86.4054,125.0078354,89.59033203
1/10/2003,80.3358,101.0279617,70.29607391
1/11/2003,93.114,81.28624725,73.94769287
1/12/2003,139.95288,77.13354492,112.3398972
1/01/2004,297.30636,321.5219116,251.2558594
1/02/2004,446.02668,348.682251,403.7691956
1/03/2004,508.61592,330.6499023,356.9525757
1/04/2004,240.61968,352.3184509,273.6467896
1/05/2004,224.622,221.5530243,318.2343445
