date,NAME,LATITUDE,LONGITUDE,ELEVATION,PRCP_GHCN,PRCP_TRMM,PRCP_CHIRPS
1/10/2011,"IQUITOS, PE",-3.783,-73.3,126,NA,198.6903992,219.5449677
1/11/2011,"IQUITOS, PE",-3.783,-73.3,126,NA,127.9294662,239.0042877
1/12/2011,"IQUITOS, PE",-3.783,-73.3,126,170.6,265.0233459,383.478363
1/01/2012,"IQUITOS, PE",-3.783,-73.3,126,221.1,270.1655273,442.7495728
1/02/2012,"IQUITOS, PE",-3.783,-73.3,126,NA,398.3419189,358.5643005
1/03/2012,"IQUITOS, PE",-3.783,-73.3,126,NA,352.2204285,401.3773804
1/04/2012,"IQUITOS, PE",-3.783,-73.3,126,NA,200.077301,293.3832397
1/05/2012,"IQUITOS, PE",-3.783,-73.3,126,151.3,110.9336166,267.1423035
1/06/2012,"IQUITOS, PE",-3.783,-73.3,126,NA,189.611618,259.6715393
1/07/2012,"IQUITOS, PE",-3.783,-73.3,126,NA,207.1330872,211.2323456
1/08/2012,"IQUITOS, PE",-3.783,-73.3,126,NA,67.60004425,114.1030731
1/09/2012,"IQUITOS, PE",-3.783,-73.3,126,NA,113.1613235,231.4136505
1/10/2012,"IQUITOS, PE",-3.783,-73.3,126,NA,219.5076599,274.8801575
1/11/2012,"IQUITOS, PE",-3.783,-73.3,126,NA,117.8309174,256.7010193
1/12/2012,"IQUITOS, PE",-3.783,-73.3,126,NA,231.4502563,274.5771484
1/01/2013,"IQUITOS, PE",-3.783,-73.3,126,256.9,328.2315063,227.5190582
1/02/2013,"IQUITOS, PE",-3.783,-73.3,126,NA,423.0433655,321.5307617
1/03/2013,"IQUITOS, PE",-3.783,-73.3,126,NA,448.4259644,335.8238525
1/04/2013,"IQUITOS, PE",-3.783,-73.3,126,NA,166.557312,185.6237793
1/05/2013,"IQUITOS, PE",-3.783,-73.3,126,NA,208.7752228,225.6746826
1/06/2013,"IQUITOS, PE",-3.783,-73.3,126,NA,255.9459534,260.4718628
1/07/2013,"IQUITOS, PE",-3.783,-73.3,126,164.5,152.7305908,170.0787354
1/08/2013,"IQUITOS, PE",-3.783,-73.3,126,NA,196.9884949,215.1583252
1/09/2013,"IQUITOS, PE",-3.783,-73.3,126,NA,145.7966156,159.8432617
1/10/2013,"IQUITOS, PE",-3.783,-73.3,126,NA,185.751236,257.8175964
1/11/2013,"IQUITOS, PE",-3.783,-73.3,126,NA,306.2433777,375.6351929
1/12/2013,"IQUITOS, PE",-3.783,-73.3,126,NA,187.625061,192.2685242
1/01/2014,"IQUITOS, PE",-3.783,-73.3,126,NA,194.930481,217.6129608
1/02/2014,"IQUITOS, PE",-3.783,-73.3,126,316.8,273.2846069,263.8981628
1/03/2014,"IQUITOS, PE",-3.783,-73.3,126,NA,282.0804138,292.5013733
1/04/2014,"IQUITOS, PE",-3.783,-73.3,126,346.3,340.9892273,331.9255066
1/05/2014,"IQUITOS, PE",-3.783,-73.3,126,NA,135.8333893,197.9851074
1/06/2014,"IQUITOS, PE",-3.783,-73.3,126,NA,209.0449982,195.0103455
1/07/2014,"IQUITOS, PE",-3.783,-73.3,126,NA,282.0574036,209.4036255
1/08/2014,"IQUITOS, PE",-3.783,-73.3,126,NA,129.8940582,157.5955658
1/09/2014,"IQUITOS, PE",-3.783,-73.3,126,NA,264.127594,250.5770111
1/10/2014,"IQUITOS, PE",-3.783,-73.3,126,NA,332.6483154,221.4002991
1/11/2014,"IQUITOS, PE",-3.783,-73.3,126,341.8,279.0448303,336.9338074
1/12/2014,"IQUITOS, PE",-3.783,-73.3,126,NA,408.7953796,328.8404541
1/01/2015,"IQUITOS, PE",-3.783,-73.3,126,NA,341.270813,351.5299683
1/02/2015,"IQUITOS, PE",-3.783,-73.3,126,NA,226.9963989,223.0467529
1/03/2015,"IQUITOS, PE",-3.783,-73.3,126,423.5,507.6581116,465.7822266
1/04/2015,"IQUITOS, PE",-3.783,-73.3,126,321.3,381.8532715,425.2144775
1/05/2015,"IQUITOS, PE",-3.783,-73.3,126,NA,217.535141,219.0601501
1/06/2015,"IQUITOS, PE",-3.783,-73.3,126,120.1,183.4919128,153.3580933
1/07/2015,"IQUITOS, PE",-3.783,-73.3,126,277.4,213.6684113,217.1281738
1/08/2015,"IQUITOS, PE",-3.783,-73.3,126,NA,199.576355,222.0743103
1/09/2015,"IQUITOS, PE",-3.783,-73.3,126,NA,173.7810822,157.2871094
1/10/2015,"IQUITOS, PE",-3.783,-73.3,126,NA,136.1315765,155.8049164
1/11/2015,"IQUITOS, PE",-3.783,-73.3,126,NA,173.5604095,171.1370239
1/12/2015,"IQUITOS, PE",-3.783,-73.3,126,NA,282.321167,111.6150589
1/01/2016,"IQUITOS, PE",-3.783,-73.3,126,NA,118.5788879,146.7689819
1/02/2016,"IQUITOS, PE",-3.783,-73.3,126,255.3,454.4752502,360.036377
1/03/2016,"IQUITOS, PE",-3.783,-73.3,126,NA,281.0888672,303.9491577
1/04/2016,"IQUITOS, PE",-3.783,-73.3,126,NA,332.032135,311.8841248
1/05/2016,"IQUITOS, PE",-3.783,-73.3,126,NA,231.5741882,237.1824951
1/06/2016,"IQUITOS, PE",-3.783,-73.3,126,113.2,216.3219604,199.2836304
1/07/2016,"IQUITOS, PE",-3.783,-73.3,126,NA,220.9019928,235.7683258
1/08/2016,"IQUITOS, PE",-3.783,-73.3,126,NA,142.4627228,138.1078033
1/09/2016,"IQUITOS, PE",-3.783,-73.3,126,NA,107.7006073,110.5760498
1/10/2016,"IQUITOS, PE",-3.783,-73.3,126,NA,236.2209015,261.346405
1/11/2016,"IQUITOS, PE",-3.783,-73.3,126,NA,226.414978,284.960968
1/12/2016,"IQUITOS, PE",-3.783,-73.3,126,NA,325.3247375,317.7178345
