date,PRCP_GHCN,PRCP_TRMM,PRCP_CHIRPS
1/01/2000,,42.91926575,24.19816589
1/02/2000,,9.490503311,18.17881966
1/03/2000,,115.9332428,91.1237793
1/04/2000,,176.1530609,172.6989899
1/05/2000,,174.8708496,160.7860107
1/06/2000,,363.4632874,239.1954651
1/07/2000,,193.8748932,98.32489014
1/08/2000,,86.27082062,86.43310547
1/09/2000,,158.4826202,81.9860611
1/10/2000,,108.5747147,95.59791565
1/11/2000,,85.19551849,44.54001617
1/12/2000,,0.695901453,12.34892654
1/01/2001,,0.551999986,5.474124432
1/02/2001,,16.73041725,21.45209503
1/03/2001,,220.6791687,106.5189438
1/04/2001,,252.2718811,181.9847107
1/05/2001,,106.8818436,203.1873169
1/06/2001,,192.1660461,182.4756165
1/07/2001,,108.8052597,71.94099426
1/08/2001,,57.87830353,29.14780998
1/09/2001,,183.8602905,153.9878998
1/10/2001,,130.8843689,105.4439468
1/11/2001,,49.13734818,57.221241
1/12/2001,,19.20396423,16.8043499
1/01/2002,16.5,6.840000153,20.01470375
1/02/2002,0.4,19.72797966,26.1920948
1/03/2002,101,102.8425903,71.53884888
1/04/2002,52.1,191.7323914,226.6702728
1/05/2002,164.8,261.7937317,198.795105
1/06/2002,235.97,275.8009949,162.0913544
1/07/2002,367.4,289.3120117,203.1496887
1/08/2002,98.4,90.16699219,110.3770599
1/09/2002,128.8,162.3926544,87.15522766
1/10/2002,228.3,265.7630615,204.3256073
1/11/2002,71.5,60.30620575,90.6471405
1/12/2002,7.2,24.99645042,22.13126755
1/01/2003,5,26.32043457,20.11854172
1/02/2003,104,86.1439743,79.08609772
1/03/2003,56.4,76.98365021,81.48698425
1/04/2003,143.1,151.9772797,154.7861328
1/05/2003,125.1,175.2351837,167.6985474
1/06/2003,166,202.5766449,236.0540161
1/07/2003,55,80.6749115,75.67835999
1/08/2003,27.25,33.83999634,39.36686707
1/09/2003,203.5,128.437149,150.596405
1/10/2003,198.25,195.9576721,197.2475586
1/11/2003,155.5,157.5213623,140.5569916
1/12/2003,6,36.05498123,32.80038452
1/01/2004,11,38.8744278,23.72892189
1/02/2004,40.5,121.6591568,82.42417145
1/03/2004,184.5,139.3964233,97.79377747
1/04/2004,106.2,92.27428436,94.74768829
1/05/2004,78.5,103.3763504,129.8371887
1/06/2004,77.3,71.48251343,108.1889954
1/07/2004,157.6,168.1134186,200.5592804
1/08/2004,136.6,118.5001144,98.1312027
1/09/2004,335.3,261.5694275,223.9286804
1/10/2004,226.5,231.8883972,158.7949982
1/11/2004,43.25,74.77601624,72.21248627
1/12/2004,75.25,56.95671463,36.02497482
1/01/2005,0,5.183349133,12.08074474
1/02/2005,87.55,66.51202393,62.60158539
1/03/2005,92.1,138.5632629,112.0708008
1/04/2005,164.2,134.5750885,139.8717651
1/05/2005,207.6,215.8063965,169.1997375
1/06/2005,144.7,152.818924,192.9881134
1/07/2005,25.35,38.00118637,59.92611694
1/08/2005,45.75,52.96685028,40.54586792
1/09/2005,214,188.3908386,137.8435822
1/10/2005,272.5,230.6623535,196.5751495
1/11/2005,79.2,102.122406,72.77284241
1/12/2005,1,8.819999695,26.81040955
1/01/2006,82,84.43570709,27.70886612
1/02/2006,75.8,117.9140701,79.79610443
1/03/2006,92.8,153.4868927,109.6316528
1/04/2006,98.5,104.8479004,98.92795563
1/05/2006,167.6,259.0134888,233.7202301
1/06/2006,166,145.2067261,161.2366943
1/07/2006,79,67.09742737,107.0318756
1/08/2006,68.6,53.39968872,46.94325256
1/09/2006,187.4,139.6682892,147.6393585
1/10/2006,154,177.3635406,173.173111
1/11/2006,69,49.87507248,29.17915916
1/12/2006,2.1,15.02379417,26.97646523
1/01/2007,28,11.56799984,6.047130108
1/02/2007,95.2,8.764143944,42.66748428
1/03/2007,77.7,68.45085907,95.36817932
1/04/2007,239.2,169.724472,247.9335785
1/05/2007,134.4,158.5642242,151.9346771
1/06/2007,271,166.1817474,178.5675049
1/07/2007,271.3,215.208725,240.7659454
1/08/2007,107.65,129.3077393,109.4659348
1/09/2007,345.8,407.6712341,392.3726196
1/10/2007,180.2,144.1974792,175.5254822
1/11/2007,53.9,58.60903168,50.14085007
1/12/2007,2.9,22.36019897,35.43675232
1/01/2008,0,2.433521032,3.887042761
1/02/2008,32,61.16560364,33.28459167
1/03/2008,102.85,165.095108,121.0532532
1/04/2008,120.85,97.33383179,133.6717834
1/05/2008,210.5,255.327301,226.1549072
1/06/2008,313.5,240.6929932,234.9877625
