Date,PRCP_GHCN,PRCP_TRMM,PRCP_CHIRPS
1/04/2008,323,167.807251,232.1055298
1/05/2008,441,617.0714722,442.2034302
1/06/2008,207,196.3024597,234.5879517
1/07/2008,244,298.3660583,217.0452118
1/08/2008,53,145.2653198,134.2414703
1/09/2008,,151.9583435,145.6556854
1/10/2008,156,118.0508041,178.0615234
1/11/2008,119,104.7811966,202.9153442
1/12/2008,388,369.4370117,326.469635
1/01/2009,178,188.1874847,253.2928772
1/02/2009,229,208.9184113,143.6355591
1/03/2009,,233.5325928,354.8390198
1/04/2009,377,341.3618469,301.8265686
1/05/2009,199,267.6928406,222.5373535
1/06/2009,,292.6951294,421.9575806
1/07/2009,220,252.8510284,208.997345
1/08/2009,200,147.2255859,162.4519806
1/09/2009,73,93.51322174,111.4647675
1/10/2009,106,62.23765182,146.6597443
1/11/2009,218,151.7024994,140.0241241
1/12/2009,85,60.72806549,97.34259033
1/01/2010,62,67.59104156,85.82515717
1/02/2010,148,284.5089417,175.8327942
1/03/2010,154,136.0743866,183.9345398
1/04/2010,486,432.3463745,463.1875
1/05/2010,233,231.8547821,345.256012
1/06/2010,150,137.4650879,243.8601074
1/07/2010,155,210.9040833,206.2838135
1/08/2010,91,125.4165268,138.3394012
1/09/2010,70,51.49681091,108.6828384
1/10/2010,123,130.1751099,138.3778076
1/11/2010,245,144.7713013,162.8421021
1/12/2010,144,135.0833588,191.5134583
1/01/2011,157,140.4053345,145.8331909
1/02/2011,312,284.9527588,203.6496277
1/03/2011,232,241.9414978,319.9792175
1/04/2011,259,233.5763397,262.8198853
1/05/2011,365,316.908844,459.1386108
1/06/2011,216,210.482605,275.1351929
1/07/2011,244,263.4170532,193.6660461
1/08/2011,114,116.4500732,100.3453217
1/09/2011,123,93.77402496,155.2759247
1/10/2011,88,96.33200836,177.4972839
1/11/2011,77,104.2621536,197.1430054
1/12/2011,147,167.8919678,148.1481476
1/01/2012,261,309.5492554,233.4148102
1/02/2012,365,244.0456238,245.5246887
1/03/2012,319,237.2762451,330.0637207
1/04/2012,471,405.1780701,374.7810669
1/05/2012,364,606.6289063,382.2956238
1/06/2012,305,271.8284302,238.9803467
1/07/2012,272,267.6523438,317.5074768
1/08/2012,127,163.9308319,141.7599182
1/09/2012,122,110.1552429,137.5000458
1/10/2012,129,88.99542999,162.8515778
1/11/2012,151,126.4245453,142.6665649
1/12/2012,237,201.0724792,198.758606
1/01/2013,78,16.76102638,115.9727325
1/02/2013,397,350.1561279,376.6199646
1/03/2013,273,258.8723755,284.0450745
1/04/2013,224,258.4689331,222.531723
1/05/2013,336,414.4073486,329.0593262
1/06/2013,267,277.1046753,259.4520874
1/07/2013,241,231.5652618,227.3212585
1/08/2013,252,187.5671844,240.9250488
1/09/2013,80,124.5680923,175.8216553
1/10/2013,88,106.7423401,105.7804642
1/11/2013,178,194.8445892,249.4036865
1/12/2013,44,42.86417007,67.04322052
1/01/2014,180,152.3602448,177.3273468
1/02/2014,241,218.7438049,160.9971619
1/03/2014,302,317.1099548,312.3163452
1/04/2014,211,207.5211182,286.9002991
1/05/2014,0,410.9933472,427.0207214
1/06/2014,0,218.3815002,226.9691162
1/07/2014,0,67.52576447,132.9326935
1/08/2014,114,129.3714142,149.4490051
1/09/2014,20,62.18229294,101.6061554
1/10/2014,190,132.6324158,204.4729767
1/11/2014,182,145.2271423,207.4751129
1/12/2014,89,107.6441879,108.4561005
1/01/2015,173,160.0772552,236.052124
1/02/2015,42,59.90288544,83.48327637
1/03/2015,192,225.5391693,363.4597168
1/04/2015,458,322.1672974,264.8289185
1/05/2015,250,306.1863098,247.9172821
1/06/2015,143,195.154068,169.2488251
1/07/2015,,194.3611145,132.9016266
1/08/2015,,115.3822021,125.1565475
1/09/2015,24,54.13290024,41.10833359
1/10/2015,8,28.72752762,160.3337555
1/11/2015,24,59.24938202,154.9382019
1/12/2015,2,101.1459351,75.16913605
1/01/2016,0,3.553798676,63.47058105
1/02/2016,54,109.0556717,149.1430969
1/03/2016,110,163.2120056,253.2964478
1/04/2016,72,252.9824066,274.3437805
1/05/2016,47,139.0729523,270.8960876
1/06/2016,220,176.4770966,263.7723694
1/07/2016,63,175.5440826,265.9761353
1/08/2016,75,132.4191742,135.475708
1/09/2016,,125.259491,161.9966431
1/10/2016,0,307.0302734,157.2022858
1/11/2016,,97.4553833,203.2166748
1/12/2016,,130.6226654,233.8159485
