Date,PRCP_GHCN,PRCP_TRMM,PRCP_CHIRPS
1/01/2000,,278.7879333,242.3449707
1/02/2000,,150.1510773,102.1296387
1/03/2000,,252.4705658,215.061615
1/04/2000,,427.5682983,240.1727753
1/05/2000,,468.2364807,398.2615967
1/06/2000,,279.213623,297.9437866
1/07/2000,,275.5233154,247.8483276
1/08/2000,,81.45146942,117.3555145
1/09/2000,,147.8834534,151.0652771
1/10/2000,,159.5329132,151.3733978
1/11/2000,,199.7661438,137.6857147
1/12/2000,,52.14682388,67.71566772
1/01/2001,,171.3947601,171.2769012
1/02/2001,,60.83141708,70.13214874
1/03/2001,,197.2876587,256.3092041
1/04/2001,,243.2823792,261.5115051
1/05/2001,,273.3117981,353.7965088
1/06/2001,,314.9932556,370.864502
1/07/2001,,102.8295441,204.5421143
1/08/2001,,173.8652649,115.8216705
1/09/2001,,92.5166626,145.7098236
1/10/2001,,36.09109879,139.5835876
1/11/2001,,76.3642807,116.0462418
1/12/2001,,133.67836,190.0880432
1/01/2002,,237.1137848,127.7275391
1/02/2002,,56.68431091,54.90505219
1/03/2002,,184.1676636,305.7674255
1/04/2002,,281.6266479,287.9959106
1/05/2002,,468.6239929,504.4756165
1/06/2002,,469.7342224,358.661499
1/07/2002,,99.19586182,193.2602234
1/08/2002,,184.8555145,137.529953
1/09/2002,,126.7654343,147.6705627
1/10/2002,,196.5393677,164.477417
1/11/2002,,103.4776917,130.7780609
1/12/2002,,53.08705139,86.54486084
1/01/2003,,18.49803352,66.29074097
1/02/2003,,132.9634552,93.93236542
1/03/2003,,169.1151123,194.5815277
1/04/2003,,387.2174072,303.9612732
1/05/2003,,335.9479675,378.8726196
1/06/2003,,239.1889038,296.4919128
1/07/2003,,231.1660461,197.1767883
1/08/2003,,190.3733368,192.835556
1/09/2003,,125.6571503,109.2708054
1/10/2003,,86.95931244,117.0424118
1/11/2003,,98.89413452,176.7036743
1/12/2003,,70.64736176,80.31647491
1/01/2004,,99.27911377,161.5513
1/02/2004,,153.0996857,117.6443024
1/03/2004,,372.2153625,238.2061615
1/04/2004,,326.4076538,368.3311462
1/05/2004,,322.5973511,352.245575
1/06/2004,,307.9217529,332.2218018
1/07/2004,322,315.976593,295.4768677
1/08/2004,174,171.5752563,178.5353699
1/09/2004,62,106.1610107,157.2527924
1/10/2004,70,154.088562,118.2432022
1/11/2004,76,80.95983887,105.0798492
1/12/2004,91,101.6005402,115.3627319
1/01/2005,195,112.3548203,183.3408203
1/02/2005,304,254.7692566,280.2462158
1/03/2005,296,272.2029724,285.9362488
1/04/2005,,347.0644226,386.7976074
1/05/2005,466,501.7686462,429.8925781
1/06/2005,329,306.3649292,276.8512878
1/07/2005,170,133.3340912,153.6410217
1/08/2005,93,165.7520447,113.5635376
1/09/2005,144,142.0555573,98.66256714
1/10/2005,123,156.2498016,152.2544861
1/11/2005,158,98.65691376,211.8616638
1/12/2005,344,273.342804,225.476593
1/01/2006,280,215.8892975,326.916748
1/02/2006,231,209.3767395,174.0960693
1/03/2006,265,284.6047058,230.4626312
1/04/2006,174,143.5547333,200.2077332
1/05/2006,341,468.8718567,433.022644
1/06/2006,313,269.0647278,276.5488586
1/07/2006,197,334.2174377,220.5523224
1/08/2006,48,166.1833954,112.3351822
1/09/2006,91,87.04045868,136.9854279
1/10/2006,90,162.7129822,121.4909973
1/11/2006,99,141.4955292,201.438858
1/12/2006,92,85.46598053,124.1647186
1/01/2007,87,82.65239716,116.3556747
1/02/2007,64,37.52386093,30.24277115
1/03/2007,313,198.0132751,275.0063477
1/04/2007,277,214.5006714,253.7085571
1/05/2007,311,323.1501465,340.1140442
1/06/2007,233,271.7831421,247.7361755
1/07/2007,179,262.3161926,253.8773804
1/08/2007,138,192.1702423,191.1785583
1/09/2007,94,125.1412811,168.1047058
1/10/2007,62,68.57369232,185.8105316
1/11/2007,175,300.5361938,166.4189301
1/12/2007,376,388.7641296,229.3732452
1/01/2008,207,250.9753265,156.5322571
1/02/2008,163,164.1954498,186.3363037
1/03/2008,299,175.13237,170.0643616
