Date,PRCP_GHCN,PRCP_TRMM,PRCP_CHIRPS
1/01/2000,338.4,374.9997864,397.9623718
1/02/2000,322.8,330.2546387,293.5245667
1/03/2000,192.2,233.1305847,238.5310974
1/04/2000,254.8,304.9495239,369.3468628
1/05/2000,403.8,388.55896,387.2106018
1/06/2000,122,209.22229,215.1835022
1/07/2000,213,323.9212341,201.0197601
1/08/2000,284.2,241.183548,180.8003387
1/09/2000,46.8,63.36008453,59.51028061
1/10/2000,119.4,132.2272644,96.84295654
1/11/2000,33.2,36.78248978,84.65742493
1/12/2000,195.8,245.4667053,197.3344116
1/01/2001,313.4,295.4901733,340.2361145
1/02/2001,187.6,197.2923279,195.1158752
1/03/2001,172,203.1744232,135.8621063
1/04/2001,291,255.1631775,235.1743927
1/05/2001,374,415.2086182,493.9688416
1/06/2001,264,263.9083252,218.5783386
1/07/2001,177.3,205.3773499,208.0142365
1/08/2001,84.4,55.85143661,88.9858551
1/09/2001,43.2,51.19389343,60.92804718
1/10/2001,91.6,64.32107544,63.21477509
1/11/2001,68,84.69172668,91.67131042
1/12/2001,135,208.7951202,151.4890137
1/01/2002,191.6,148.4438629,202.4371338
1/02/2002,254.2,214.1854248,157.7523499
1/03/2002,178.8,252.4872131,234.2733154
1/04/2002,282.6,284.4276428,350.8151245
1/05/2002,267,323.1028137,286.4598694
1/06/2002,217.4,248.0386963,265.6858826
1/07/2002,64.6,113.6533966,114.3427048
1/08/2002,137.4,168.2133942,202.2676086
1/09/2002,28.6,19.73510551,47.1112709
1/10/2002,19,20.03619766,25.39418602
1/11/2002,134.6,156.52742,132.3984528
1/12/2002,211.2,240.9837036,219.3450928
1/01/2003,95.2,119.1344452,89.7417984
1/02/2003,128.4,155.202713,138.3363953
1/03/2003,78.4,98.17894745,95.56874847
1/04/2003,263.8,208.1761475,300.1896667
1/05/2003,352.2,255.080307,330.3071899
1/06/2003,317,287.3675842,292.5742493
1/07/2003,187.4,171.6387939,209.6662903
1/08/2003,66,96.7244339,49.05244064
1/09/2003,21.9,19.19443321,29.3394165
1/10/2003,103.2,42.11999893,85.65192413
1/11/2003,149.8,121.9278107,119.0917587
1/12/2003,133,139.4052429,106.2961884
1/01/2004,97.4,110.1386032,150.4603729
1/02/2004,200.9,253.0361176,208.8500671
1/03/2004,326.4,398.4547424,294.5770264
1/04/2004,434.6,414.3338623,384.26297
1/05/2004,367.6,366.1463928,352.0822754
1/06/2004,175.1,209.0741425,175.2627563
1/07/2004,284,214.6131287,253.4970703
1/08/2004,149.4,128.5241241,140.56604
1/09/2004,55.4,51.95097733,60.26211929
1/10/2004,35.8,39.31726456,59.24604416
1/11/2004,48.4,43.28440475,65.74301147
1/12/2004,120.6,134.3318024,96.20895386
1/01/2005,281,358.3385315,283.6900635
1/02/2005,148,166.5817108,167.3734741
1/03/2005,307,292.9700012,256.7757263
1/04/2005,369,446.1789856,388.472229
1/05/2005,445.1,357.3070374,363.0379944
1/06/2005,162.8,203.9685059,157.3268738
1/07/2005,201.2,241.3200684,168.5597992
1/08/2005,169.4,155.2731323,209.4669189
1/09/2005,30.2,32.94853973,34.16756058
1/10/2005,37.6,97.9017334,55.90199661
1/11/2005,51,50.47230911,77.48859406
1/12/2005,318,326.173645,263.7784729
1/01/2006,250,336.8414612,382.4871521
1/02/2006,292,262.5655823,190.7658539
1/03/2006,220,224.1571503,173.8910828
1/04/2006,263.8,334.5858459,313.0230103
1/05/2006,417,348.1459045,370.2856445
1/06/2006,379.2,309.3718262,322.0137634
1/07/2006,203.4,144.8905334,259.2435303
1/08/2006,122.6,95.29323578,115.3219604
1/09/2006,59.2,45.30028915,63.01043701
1/10/2006,53.4,26.2141304,89.98753357
1/11/2006,150.6,163.2536621,123.6993256
1/12/2006,143.7,171.4985046,183.9454956
1/01/2007,272.6,410.5114136,248.9192352
1/02/2007,105.8,141.0254974,116.7787323
1/03/2007,240.2,345.614624,249.2176514
1/04/2007,324,286.1672363,271.2705078
1/05/2007,321,374.9630737,410.9324341
1/06/2007,328.8,321.1445618,234.5566406
1/07/2007,234.6,256.2616882,208.7853088
1/08/2007,139.6,128.8667603,177.7617035
1/09/2007,135.8,77.23040771,68.93479156
1/10/2007,70,155.5771332,98.49770355
1/11/2007,125.2,102.3327866,122.4090805
1/12/2007,178.4,281.9196777,365.4037476
1/01/2008,178.1,379.1400452,255.817215
1/02/2008,452.4,454.1200867,378.2586975
1/03/2008,207.8,217.8990479,238.6860352
1/04/2008,187.8,198.3252411,253.6935883
1/05/2008,415.6,379.6075134,400.4577026
1/06/2008,306.4,319.2878723,291.0067749
1/07/2008,249,196.4938354,259.3895264
1/08/2008,177.4,94.49126434,133.2964172
1/09/2008,86.4,76.1652832,109.3603363
1/10/2008,84.2,74.48105621,72.50028229
1/11/2008,8,13.38319778,38.86267853
1/12/2008,312.8,382.1551514,200.8233795
1/01/2009,330.9,328.1447754,343.0174561
1/02/2009,266.2,324.8089294,301.5643311
1/03/2009,312.5,390.2612305,324.5775757
1/04/2009,136.2,224.6151123,166.4012299
1/05/2009,125.8,149.5809784,155.1031799
1/06/2009,291.3,242.2964935,254.170105
1/07/2009,146.3,217.0330048,193.163269
1/08/2009,105.7,61.98806381,90.56336212
