Date,PRCP_GHCN,PRCP_TRMM,PRCP_CHIRPS
1/09/2009,7.4,2.359099865,19.92531967
1/10/2009,118.9,97.81832123,75.67729187
1/11/2009,70.2,98.88121796,94.52553558
1/12/2009,222.6,168.1006622,227.3422241
1/01/2010,181.5,146.0645752,181.7648468
1/02/2010,233.6,174.751709,258.3326111
1/03/2010,355.2,376.2680054,339.4605408
1/04/2010,270.2,246.0785065,295.4612122
1/05/2010,366.5,381.7423401,390.3412476
1/06/2010,327.2,371.948822,220.0140381
1/07/2010,186.8,216.8508759,274.6569824
1/08/2010,236.6,222.3089752,215.4771271
1/09/2010,105.6,97.02785492,114.6292191
1/10/2010,59.4,46.01432037,49.53458786
1/11/2010,195.1,115.3575516,118.0799255
1/12/2010,149.2,185.6969452,193.3183289
1/01/2011,185.3,223.7306671,178.3217773
1/02/2011,329.9,294.0877075,284.4824829
1/03/2011,418.3,466.2674255,409.9073486
1/04/2011,187.4,171.2266998,192.7039032
1/05/2011,365.3,312.7752075,321.4484253
1/06/2011,257,218.0155334,219.17453
1/07/2011,236.5,344.6809692,189.400177
1/08/2011,60.2,162.9396362,138.877533
1/09/2011,74.4,54.26460648,98.24046326
1/10/2011,87.5,88.23784637,136.7548828
1/11/2011,101.5,63.35957718,165.3586121
1/12/2011,142.7,211.2088776,109.0165405
1/01/2012,304.2,413.8891602,343.1342468
1/02/2012,275.5,329.959137,411.3497314
1/03/2012,189.4,197.8962555,296.9788818
1/04/2012,455.4,486.5350342,398.1696167
1/05/2012,372.8,417.079834,284.437439
1/06/2012,175.3,197.2973022,193.5071716
1/07/2012,148.8,143.7387543,174.1536865
1/08/2012,158,176.5755463,199.0158997
1/09/2012,33.4,20.22744179,41.67278671
1/10/2012,14.3,2.457279921,26.54099464
1/11/2012,41.2,41.25413132,81.68393707
1/12/2012,171.5,191.0158997,125.1261139
1/01/2013,150.1,220.8927612,110.6874924
1/02/2013,297.8,399.410675,422.6151123
1/03/2013,309.8,265.0381165,202.5769348
1/04/2013,454.9,404.2237854,309.4891968
1/05/2013,397.1,401.87323,383.9381409
1/06/2013,176.3,199.091217,151.4226227
1/07/2013,204.3,240.0963745,192.877533
1/08/2013,186.9,181.7493439,201.891449
1/09/2013,89.3,153.4671936,93.06846619
1/10/2013,187.1,130.1458893,179.2664642
1/11/2013,149.2,136.6313782,134.3327332
1/12/2013,210.5,282.3065491,227.0564728
1/01/2014,201,291.661377,234.6644897
1/02/2014,387.2,312.3305054,295.3276367
1/03/2014,133.5,193.6956329,156.8943939
1/04/2014,173.3,168.0947113,200.4670715
1/05/2014,358.3,298.8044128,264.0574646
1/06/2014,292.5,265.3931885,269.7770081
1/07/2014,252.1,207.4030304,229.4079285
1/08/2014,221.9,226.4673004,178.1812439
1/09/2014,28.7,53.80627823,108.753006
1/10/2014,17.7,10.06397724,49.72702789
1/11/2014,115.6,159.8540955,98.3912735
1/12/2014,213.4,165.377243,219.7314148
1/01/2015,282,329.4275513,411.3971863
1/02/2015,278,203.7432098,194.7241974
1/03/2015,473,455.0867615,261.673645
1/04/2015,291,307.6578369,214.1770477
1/05/2015,448,454.8771057,387.9182129
1/06/2015,378,351.8340759,345.9598389
1/07/2015,208,202.3956909,198.8491364
1/08/2015,120,104.7602539,156.7979584
1/09/2015,9,14.56185246,45.25886536
1/10/2015,6,11.16344929,22.17673492
1/11/2015,87,62.33214188,54.84020615
1/12/2015,173,163.1360931,147.0471039
1/01/2016,55,15.84000015,81.87191772
1/02/2016,267,298.7190552,167.9616394
1/03/2016,270,195.8104248,190.4443512
1/04/2016,458,456.949585,356.0818787
1/05/2016,271,398.5144653,368.6315308
1/06/2016,283,281.5490417,263.2174377
1/07/2016,181,137.5430756,157.6089478
1/08/2016,151,167.8171997,145.3709564
1/09/2016,,78.77304077,88.80860901
1/10/2016,47,24.39529419,35.96323395
1/11/2016,,90.35621643,63.0595932
1/12/2016,,263.8863525,143.0771484
